X,CH1,Start,Increment,
Sequence,Volt,-1.500000e-01,2.000000e-04
0,-2.20e-01,
1,2.04e-01,
2,-1.92e-01,
3,7.20e-02,
4,2.08e-01,
5,-2.08e-01,
6,1.64e-01,
7,-2.24e-01,
8,-1.96e-01,
9,2.16e-01,
10,-2.44e-01,
11,2.12e-01,
12,2.12e-01,
13,-2.00e-01,
14,2.16e-01,
15,-2.00e-01,
16,-2.12e-01,
17,1.76e-01,
18,-2.08e-01,
19,1.80e-01,
20,-2.08e-01,
21,1.92e-01,
22,-2.04e-01,
23,1.60e-01,
24,-5.20e-02,
25,1.88e-01,
26,1.92e-01,
27,-1.92e-01,
28,-5.20e-02,
29,1.80e-01,
30,-9.60e-02,
31,1.96e-01,
32,-1.56e-01,
33,2.00e-01,
34,1.20e-01,
35,-5.20e-02,
36,-1.80e-01,
37,1.64e-01,
38,1.80e-01,
39,-1.28e-01,
40,2.04e-01,
41,-2.24e-01,
42,-1.88e-01,
43,1.64e-01,
44,2.24e-01,
45,-2.36e-01,
46,2.08e-01,
47,-1.92e-01,
48,-2.28e-01,
49,1.96e-01,
50,-2.24e-01,
51,1.56e-01,
52,2.08e-01,
53,-1.96e-01,
54,1.96e-01,
55,-2.24e-01,
56,-2.36e-01,
57,1.64e-01,
58,2.08e-01,
59,-1.44e-01,
60,-1.80e-01,
61,1.88e-01,
62,1.76e-01,
63,-2.04e-01,
64,1.48e-01,
65,-2.08e-01,
66,-1.72e-01,
67,1.84e-01,
68,1.84e-01,
69,-8.80e-02,
70,-1.00e-01,
71,1.88e-01,
72,-9.20e-02,
73,1.16e-01,
74,-9.60e-02,
75,1.84e-01,
76,-1.96e-01,
77,1.92e-01,
78,2.20e-01,
79,-1.96e-01,
80,-1.68e-01,
81,1.92e-01,
82,1.00e-01,
83,-2.12e-01,
84,1.84e-01,
85,-1.84e-01,
86,-1.88e-01,
87,1.56e-01,
88,2.20e-01,
89,-2.40e-01,
90,2.16e-01,
91,-2.28e-01,
92,-2.40e-01,
93,2.16e-01,
94,2.20e-01,
95,-2.20e-01,
96,-2.40e-01,
97,2.12e-01,
98,-2.28e-01,
99,2.20e-01,
100,-2.32e-01,
101,2.12e-01,
102,2.00e-01,
103,-1.80e-01,
104,1.52e-01,
105,-9.60e-02,
106,1.88e-01,
107,-1.80e-01,
108,-8.80e-02,
109,1.80e-01,
110,-1.48e-01,
111,2.08e-01,
112,-2.20e-01,
113,5.60e-02,
114,-1.72e-01,
115,1.72e-01,
116,-1.96e-01,
117,1.84e-01,
118,-1.68e-01,
119,1.92e-01,
120,1.84e-01,
121,-1.84e-01,
122,-2.32e-01,
123,2.04e-01,
124,1.84e-01,
125,-2.08e-01,
126,1.80e-01,
