X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-3.000000e-02,5.000000e-05
0,-4.80e-02,1.40e-02,
1,6.80e-02,-1.40e-02,
2,6.80e-02,1.80e-02,
3,-5.20e-02,-8.00e-03,
4,-5.20e-02,1.00e-02,
5,7.20e-02,-2.00e-02,
6,-5.48e-01,-1.56e-01,
7,4.72e-01,1.40e-01,
8,-5.60e-02,1.40e-02,
9,5.60e-02,-1.20e-02,
10,3.60e-02,2.60e-02,
11,-5.20e-02,-6.00e-03,
12,-8.00e-02,-8.00e-03,
13,5.20e-02,1.80e-02,
14,-8.00e-02,-6.00e-03,
15,8.00e-02,1.80e-02,
16,-6.80e-02,1.20e-02,
17,6.00e-02,-1.00e-02,
18,-6.40e-02,-1.40e-02,
19,8.00e-02,1.20e-02,
20,-7.20e-02,8.00e-03,
21,8.00e-02,-6.00e-03,
22,-6.40e-02,-4.00e-03,
23,5.60e-02,1.00e-02,
24,-6.00e-02,8.00e-03,
25,6.40e-02,-1.20e-02,
26,6.40e-02,-8.00e-03,
27,-6.40e-02,1.00e-02,
28,-6.40e-02,1.40e-02,
29,7.20e-02,-6.00e-03,
30,-6.40e-02,-4.00e-03,
31,8.80e-02,1.40e-02,
32,8.00e-02,-4.00e-03,
33,-7.20e-02,1.60e-02,
34,4.08e-01,-2.54e-01,
35,-5.48e-01,1.40e-02,
36,-8.80e-02,2.40e-02,
37,7.20e-02,-1.20e-02,
38,8.40e-02,8.00e-03,
39,-6.00e-02,-8.00e-03,
40,-6.40e-02,-1.40e-02,
41,8.40e-02,1.40e-02,
42,7.20e-02,-1.20e-02,
43,-6.40e-02,1.60e-02,
44,7.20e-02,1.40e-02,
45,-6.00e-02,-8.00e-03,
46,6.40e-02,-6.00e-03,
47,-7.20e-02,1.00e-02,
48,7.60e-02,-4.00e-03,
49,-7.60e-02,8.00e-03,
50,6.80e-02,-4.00e-03,
51,-6.00e-02,1.00e-02,
52,-6.00e-02,-6.00e-03,
53,6.80e-02,1.40e-02,
54,6.00e-02,1.40e-02,
55,-7.20e-02,-1.40e-02,
56,-4.80e-02,1.00e-02,
57,6.00e-02,-2.20e-02,
58,5.20e-02,-1.20e-02,
59,-7.60e-02,1.00e-02,
60,-5.60e-02,-4.00e-03,
61,6.00e-02,2.80e-02,
62,4.72e-01,-2.54e-01,
63,-5.48e-01,2.56e-01,
64,7.20e-02,-1.00e-02,
65,-6.40e-02,1.80e-02,
66,6.80e-02,-1.00e-02,
67,-6.00e-02,1.80e-02,
68,5.60e-02,8.00e-03,
69,-6.40e-02,-6.00e-03,
70,8.40e-02,-1.00e-02,
71,-7.20e-02,1.00e-02,
72,-5.60e-02,8.00e-03,
73,5.20e-02,-1.00e-02,
74,6.80e-02,8.00e-03,
75,-5.60e-02,-6.00e-03,
76,-7.60e-02,8.00e-03,
77,6.80e-02,-1.40e-02,
78,5.20e-02,8.00e-03,
79,-5.60e-02,-8.00e-03,
80,-5.60e-02,-6.00e-03,
81,6.00e-02,1.00e-02,
82,6.80e-02,-4.00e-03,
83,-4.00e-02,1.80e-02,
84,5.60e-02,-4.00e-03,
85,-5.60e-02,1.00e-02,
86,7.20e-02,-2.40e-02,
87,-6.40e-02,2.60e-02,
88,-6.00e-02,-1.20e-02,
89,6.40e-02,2.20e-02,
90,-4.76e-01,2.56e-01,
