Frequency_Hz,CH1_Magnitude,CH2_Magnitude
0.0,3.0599999999999987,3.7100000000000013
16.666666666666664,0.9461067557478587,0.4908501933868869
33.33333333333333,0.3155602114562992,0.3263501140386718
49.99999999999999,0.5693382716358085,0.5446752750218852
66.66666666666666,1.4309789007313223,0.21773656942787825
83.33333333333331,0.7369378733914623,0.4534402257988125
99.99999999999999,0.7814152084569601,0.8051785436202453
116.66666666666666,0.9331385698080875,0.16728250976984504
133.33333333333331,1.148648919242358,0.8246214154643586
149.99999999999997,0.6723641633920391,0.9915931288472756
166.66666666666663,0.9753023427163029,0.5739389834557205
183.33333333333331,0.7491182947724156,0.44827866353939233
199.99999999999997,1.7516917213230583,0.32640881641859865
216.66666666666663,0.9324485493769904,0.5070887591378349
233.33333333333331,0.7354998816517645,0.4280123640455462
249.99999999999997,1.147010557362541,0.260696044942918
266.66666666666663,0.5620529754122044,0.6772314746965694
283.3333333333333,0.8918735356711742,0.9345561875160152
299.99999999999994,1.2582730655456027,0.9165818565895845
316.66666666666663,0.8897780514447418,0.5095405366961027
333.33333333333326,1.0531227638548986,0.48621002715943207
349.99999999999994,0.7813434027113193,0.8512659952760265
366.66666666666663,1.3940605851116687,0.259528163011744
383.33333333333326,0.7166733440376677,0.2497939791208436
399.99999999999994,0.6546164071858358,0.22085925377683055
416.66666666666663,1.609982967528425,0.7432853715568145
433.33333333333326,1.6580277876202847,0.6732453463901571
449.99999999999994,0.5790941510621027,0.14306240037049342
466.66666666666663,0.63187850660069,0.5765202266221058
483.33333333333326,2.049100320627019,0.6241805995322904
499.99999999999994,0.265382978982989,0.25459849359655556
516.6666666666666,1.2353924335355257,0.27294715558140814
533.3333333333333,0.2562125448937436,0.42699270707486153
549.9999999999999,0.962764927413334,0.5840098930610622
566.6666666666666,0.40526991884854796,0.936239847452641
583.3333333333333,1.2113878840757386,0.27209207869336094
599.9999999999999,0.8603430025847073,0.7457825229989595
616.6666666666666,1.1785623098496418,0.5716377491048872
633.3333333333333,2.020590479987948,0.9284161719738422
649.9999999999999,0.9754483200885209,0.4325029449273434
666.6666666666665,1.0601194926044937,0.5224397896381378
683.3333333333333,0.9360636071079057,0.4405785967383677
699.9999999999999,1.6735114180256803,0.11421229925206665
716.6666666666665,0.48845210913607773,0.726945727283615
733.3333333333333,2.0435297417350835,0.7165375666940236
749.9999999999999,1.2660015203412431,0.9764917964683679
766.6666666666665,0.7368809891146995,0.82275809089702
783.3333333333333,0.6329421309621176,0.4417441340241553
799.9999999999999,0.5785968883501454,0.4939312192012335
816.6666666666665,0.4105846444149641,0.48818769810356666
833.3333333333333,0.783825907019234,0.45406510336570344
849.9999999999999,1.587059532397529,0.4988944864834519
866.6666666666665,0.6358013558780562,0.3917004745489257
883.3333333333333,0.35932895945911614,0.7418998724232566
899.9999999999999,0.2974417729832181,0.6093636600019
916.6666666666665,2.005824229055978,0.18016588195480018
933.3333333333333,1.2493402784863357,0.8202221721685167
949.9999999999999,0.06400968205546055,1.2284373063011698
966.6666666666665,0.8594316356046596,1.1957922957326963
983.3333333333331,1.1442338669498155,0.6958076978235047
999.9999999999999,0.96736323979595,1.1260012127130397
1016.6666666666665,1.5437882035881612,0.4728115982616848
1033.3333333333333,0.5895922131767326,0.7296865323346614
1049.9999999999998,1.602681950914656,0.1719817799165046
