X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-3.000000e-02,5.000000e-05
0,-1.60e-02,1.40e-02,
1,1.20e-02,-8.00e-03,
2,-1.20e-02,1.20e-02,
3,1.20e-02,-8.00e-03,
4,-1.20e-02,-8.00e-03,
5,1.20e-02,1.40e-02,
6,-2.80e-02,-8.00e-03,
7,4.00e-02,4.00e-02,
8,1.20e-02,-1.00e-02,
9,-1.20e-02,1.40e-02,
10,-1.20e-02,1.40e-02,
11,1.20e-02,-6.00e-03,
12,-1.20e-02,1.40e-02,
13,1.20e-02,-8.00e-03,
14,-1.20e-02,1.20e-02,
15,1.20e-02,-8.00e-03,
16,-1.20e-02,-8.00e-03,
17,1.20e-02,1.40e-02,
18,-1.20e-02,-8.00e-03,
19,1.20e-02,1.40e-02,
20,-1.20e-02,1.20e-02,
21,1.20e-02,-8.00e-03,
22,-1.20e-02,1.20e-02,
23,1.20e-02,-8.00e-03,
24,-1.20e-02,1.20e-02,
25,1.20e-02,-8.00e-03,
26,-1.20e-02,-8.00e-03,
27,1.20e-02,1.40e-02,
28,-1.20e-02,-8.00e-03,
29,1.20e-02,1.40e-02,
30,-1.20e-02,-8.00e-03,
31,1.20e-02,1.40e-02,
32,-1.20e-02,-8.00e-03,
33,1.20e-02,1.40e-02,
34,3.60e-02,-3.20e-02,
35,-3.20e-02,1.28e-01,
36,2.28e-01,2.56e-01,
37,-4.40e-02,-2.54e-01,
38,-1.20e-02,1.20e-02,
39,1.20e-02,-8.00e-03,
40,-1.20e-02,1.40e-02,
41,1.20e-02,-8.00e-03,
42,-1.20e-02,-8.00e-03,
43,1.20e-02,1.40e-02,
44,-1.20e-02,-8.00e-03,
45,1.20e-02,1.40e-02,
46,1.20e-02,-1.00e-02,
47,-1.20e-02,1.40e-02,
48,-1.20e-02,1.20e-02,
49,1.20e-02,-8.00e-03,
50,-1.20e-02,-8.00e-03,
51,1.20e-02,1.40e-02,
52,-1.20e-02,-8.00e-03,
53,1.20e-02,1.40e-02,
54,-1.88e-01,3.20e-02,
55,2.00e-01,-2.54e-01,
56,-1.20e-02,1.20e-02,
57,1.20e-02,-8.00e-03,
58,-1.20e-02,1.20e-02,
59,1.20e-02,-8.00e-03,
60,-1.20e-02,1.20e-02,
61,1.20e-02,-8.00e-03,
62,1.20e-02,-8.00e-03,
63,-1.60e-02,1.40e-02,
64,1.20e-02,1.20e-02,
65,-1.20e-02,-8.00e-03,
66,-1.20e-02,1.20e-02,
67,1.20e-02,-8.00e-03,
68,-1.20e-02,1.20e-02,
69,1.20e-02,-1.00e-02,
70,-1.20e-02,-8.00e-03,
71,1.20e-02,1.40e-02,
72,-1.20e-02,-8.00e-03,
73,1.20e-02,1.40e-02,
74,-1.20e-02,1.20e-02,
75,1.20e-02,-1.00e-02,
76,-1.20e-02,-8.00e-03,
77,1.20e-02,1.40e-02,
78,1.20e-02,1.20e-02,
79,-1.60e-02,-8.00e-03,
80,-2.80e-01,-2.32e-01,
81,2.48e-01,2.56e-01,
82,-1.20e-02,-8.00e-03,
83,1.20e-02,1.20e-02,
84,-1.20e-02,-8.00e-03,
85,1.20e-02,1.40e-02,
86,-1.20e-02,-8.00e-03,
87,1.20e-02,1.40e-02,
88,-1.60e-02,-8.00e-03,
89,1.20e-02,1.20e-02,
90,-1.20e-02,1.20e-02,
91,1.20e-02,-8.00e-03,
92,-1.20e-02,1.40e-02,
93,1.20e-02,-8.00e-03,
94,-1.20e-02,1.20e-02,
95,1.20e-02,-8.00e-03,
96,-1.20e-02,-8.00e-03,
97,1.20e-02,1.40e-02,
98,-1.20e-02,-8.00e-03,
99,1.20e-02,1.40e-02,
100,-1.20e-02,-6.00e-03,
101,1.20e-02,1.40e-02,
102,2.52e-01,-2.54e-01,
103,-1.52e-01,2.24e-01,
104,-1.20e-02,1.20e-02,
105,1.20e-02,-8.00e-03,
106,-1.20e-02,1.40e-02,
